epoch,train_loss,validation_loss
1,0.018752737759519265,0.013068215600042432
2,0.016708034864548797,0.013749989704401404
3,0.015274749934423293,0.01426490291953087
4,0.014038867983341283,0.014399861729255429
5,0.013297154994698265,0.015153946148024665
6,0.012613613667547294,0.015506082442071703
7,0.01199259395090472,0.015936306803314773
8,0.011330381489178814,0.01612175669107172
